A1ID17C7YF8FGI,Cat didn't like it but it is what it is...,AM5Y9VD9LI1L2,My cat didn't like it.
A1ZG381YTWFY9Q,I got this for my 2.5 lb Yorkie puppy.  She absolutely loves playing with it.  The low stuffing and small size are perfect for her tiny mouth.  She is able to carry it easily in her mouth and is able to make it squeak on her own.  Well made toy for teacup or small size breed dogs.  i would highly recommend.,A1ZG381YTWFY9Q,I got these for my 2.5 lb Yorkie puppy.  She absolutely loves playing with them.  The low stuffing and small size are perfect for her tiny mouth.  She is able to carry them easily in her mouth and is able to make them squeak on her own.  She plays with them regularly.  Well made toy for teacup or small size breed dogs.  i would highly recommend.
AM7U4FXXNE02I,Dog loves it and seems to holding up well,AM7U4FXXNE02I,Dog loves and seems to be holding up well
A2L3N1HAI4J456,"Just one word: Indestructible. Can't go wrong, Recommend highly. buy it, do not even hesitate. great ball.  loads of fun.",A2L3N1HAI4J456,"Just one word: Indestructible. Can't go wrong, Recommend highly. buy it, do not even hesitate. great frisbee.  loads of fun."
A22CW0ZHY3NJH8,"We had a cat that was a very good cat until the kids came along. She hated the kids. Everywhere the kids were, she'd follow and urinate. If the baby was in the crib, she'd urinate in the crib. If the baby was on the comforter, she'd urinate on the comforter. It got to the point that we were prisoners in our own home. Everything the baby lay on could never be left out. We had to make sure all blankets and cribs and anything the baby touched were locked in a room away from the cat.When my daughter came along, the cat went to war. She decided she'd had enough of kids and was going to abandon her litter box.I had spent so much money trying to get the cat to use her litter box. Feliway was a failed experiment. We had it plugged in the dining room, where she decided to urinate all along one wall every single day. It did nothing to deter her. In fact, I think the Feliway just made her more upset.",A22CW0ZHY3NJH8,"We had a cat that was a very good cat until the kids came along.  She hated the kids.  Everywhere the kids were, she'd follow and urinate.  If the baby was in the crib, she'd urinate in the crib.  If the baby was on the comforter, she'd urinate on the comforter.  It got to the point that we were prisoners in our own home.  Everything the baby lay on could never be left out.  We had to make sure all blankets and cribs and anything the baby touched were locked in a room away from the cat.When my daughter came along, the cat went to war.  She decided she'd had enough of kids and was going to abandon her litter box.I had spent so much money trying to get the cat to use her litter box.  Feliway was a failed experiment.  We had it plugged in the dining room, where she decided to urinate all along one wall every single day.  It did nothing to deter her.  In fact, I think the Feliway just made her more upset."
A1DDPRWQSC4EVO,"Wow!  This stuff works!  I have had cats all my life, but this group of four I have now have caused me more grief than all of the rest combined!  Two of them really really don't like each other, so the carpet is constantly getting urinated on.  I have tried EVERYTHING I could find to get them to stop and to clean the area down to the subfloor to get rid of the odor - I didn't even care about the stain, just wanted to be able to use the room without gagging from the stench!  Absolutely NOTHING I tried worked to remove the odor completely - I could mask it for a while, but the cats always could smell it and came back.  The bacteria cleaners that supposedly ""ate"" the urine - what a joke!  Finally I stumbled upon the Fizzion when searching the net again looking for help.  I thought ""Probably a waste of money, but I'll try it.""  When it arrived, I mixed it up as directed and soaked the carpet.  It helped but didn't do really great.  I emailed the company asking for help (I was at my wit's end and couldn't afford to replace the carpet.  They responded immediately and told me to rinse the area with clear water to remove all other cleaners I had tried.  We rented a carpet cleaner and put just clear water - no soap and rinsed the ^*&*&(%*& out of the carpet.  The Fizzion company representative also told us to then let it dry completely, then soak the area with Fizzion and let it soak for at least 24 hours before letting it dry completely.  Well, I will NEVER use anything else ever again!  It worked - my cats are no longer interested in peeing OR pooping in that area at all.  No odor and almost ALL of the stain is gone!  Some of the urine had been there for years!  It was work but so worth it!  Now we are working on the smaller areas of the house/carpet that the cats had used.  No more cat urine odor!  No more stains except where I had discolored the carpet earlier trying everything else.  This stuff is amazing!  I will NEVER be without it in the house again!  Oh yes, I seperated the two that hate each other, one is confined to our bedroom, since they never get to see each other the ""problem"" kitties are now my friends again!",A1DDPRWQSC4EVO,"Wow! This stuff works! I have had cats all my life, but this group of four I have now have caused me more grief than all of the rest combined! Two of them really really don't like each other, so the carpet is constantly getting urinated on. I have tried EVERYTHING I could find to get them to stop and to clean the area down to the subfloor to get rid of the odor - I didn't even care about the stain, just wanted to be able to use the room without gagging from the stench! Absolutely NOTHING I tried worked to remove the odor completely - I could mask it for a while, but the cats always could smell it and came back. The bacteria cleaners that supposedly ""ate"" the urine - what a joke! Finally I stumbled upon the Fizzion when searching the net again looking for help. I thought ""Probably a waste of money, but I'll try it."" When it arrived, I mixed it up as directed and soaked the carpet. It helped but didn't do really great. I emailed the company asking for help (I was at my wit's end and couldn't afford to replace the carpet. They responded immediately and told me to rinse the area with clear water to remove all other cleaners I had tried. We rented a carpet cleaner and put just clear water - no soap and rinsed the ^*&*&(%*& out of the carpet. The Fizzion company representative also told us to then let it dry completely, then soak the area with Fizzion and let it soak for at least 24 hours before letting it dry completely. Well, I will NEVER use anything else ever again! It worked - my cats are no longer interested in peeing OR pooping in that area at all. No odor and almost ALL of the stain is gone! Some of the urine had been there for years! It was work but so worth it! Now we are working on the smaller areas of the house/carpet that the cats had used. No more cat urine odor! No more stains except where I had discolored the carpet earlier trying everything else. This stuff is amazing! I will NEVER be without it in the house again! Oh yes, I seperated the two that hate each other, one is confined to our bedroom, since they never get to see each other the ""problem"" kitties are now my friends again!"
AR32T3627EWQ0,Their Extreamly Healthy My Service dog has lost a lot of weight on them and best of all she keeps eating them,AR32T3627EWQ0,Their Extreamly Healthy and My Service dog has lost a lot of weight on them. Best of all she eats them and she keeps eating them
AR32T3627EWQ0,Their Extreamly Healthy My Service dog has lost a lot of weight on them and best of all she keeps eating them,AR32T3627EWQ0,Extreamly Health and my Service dog loves them she has lost a lot of weight on them and best of all she keeps eating them
A29QGJTAKBJ5J2,Dog loves the toy.,A258F8FHPZXAIT,My dog loves this toy
A1PO54419WQ5H4,will have to train her to like then right now as soon as I put it on her she runs to the corner and takes it off not totally but enough that they are not on covering her eyes anymore. We live in Florida and they say even dogs should have some protection for their eyes shes only 6 months old so maybe as she gets older she will like it  As it stands right now is she will only tolerate it when I carry her,A1PO54419WQ5H4,will have to train her to like then right now as soon as I put them on her she runs to the corner and takes them off not totally but enough that they are not on her eyes anymore.  We live in Florida and they say even dogs should have some protection for their eyes shes only 6 months old so maybe as she gets older she will like them  As it stands right now is she will only tolerate them when I carry her
A360MC9LY1N0RG,"When buying dog food, it's not about the taste for the dog, it's about the quality of the ingredients.  This is a high quality dog food.  I use it for my dachshund and my rat terrier.  I have to keep the dachshund thin and the diet venison does the trick.  Natural Balance was recommended by my vet for it's nutritional value and the dogs love it.",A360MC9LY1N0RG,"When buying dog food, it's not about the taste for the dog, it's about the quality of the ingredients.  This is a high quality dog food.  I use it for my dachshund and my rat terrier.  I have to keep the dachshund thin and the diet venison does the trick.  Canidae was recommended by my vet for it's nutritional value and the dogs love it."
A360MC9LY1N0RG,"When buying dog food, it's not about the taste for the dog, it's about the quality of the ingredients.  This is a high quality dog food.  I use it for my dachshund and my rat terrier.  I have to keep the dachshund thin and the diet venison does the trick.  Canidae was recommended by my vet for it's nutritional value and the dogs love it.",A360MC9LY1N0RG,"When buying dog food, it's not about the taste for the dog, it's about the quality of the ingredients.  This is a high quality dog food.  I use it for my dachshund and my rat terrier.  I have to keep the dachshund thin and the diet venison does the trick.  It's nutritional value and the dogs love it."
A11ELU4UYOMZRT,My three pomeranians during the summer have itcing problems due to the heat.  There skin is either dry or gets too hot and they itch.  This conditioner has made a difference for them to stop their itcing problem.  I will be using this product going forward.  I like the price compared to another that was twice as much which according to reviews works very well but this one does the job just fine.,A11ELU4UYOMZRT,My three pomeranians during the summer have itcing problems due to the heat.  There skin is either dry or gets too hot and they itch.  This shampoo has made a difference for them to stop their itcing problem.  I will be using this product going forward.  I like the price compared to another that was twice as much which according to reviews works very well but this one does the job just fine.  It smells good and isn't harsh at all.
A3L61G6N7AT8N2,This is pretty tasty stuff. Usually I prepare it with some toast and add hot sauce and it makes a great meal for me. Tastes a bit like that devil ham in a small can but the smell is horrendous. Not bad for a Fancy Feast.,AI0NMYA3LKXW1,This is pretty tasty stuff.  Usually I prepare it with some toast and add hot sauce and it makes a great meal for me.  Tastes a bit like that devil ham in a small can but the smell is horrendous.  Not bad for a Fancy Feast.
A2MUX5Q2XZP6KD,"I switched my 2 Kidney issue patients to this brand wet food for maintenance after having UTI and blockage.Of course they got Vet care and were on the Hill's diet S/D and C/D for a while.That food is too expensive (especially if you run a small rescue like me), so after consulting with my vet she recommended this brand (w the cranberry), as well as Blue Buffalo and some others.I fed this brand to my &#34;patients&#34; for a few months now and the kidney issue are in control, no blockages etc. I also give the supplement URI Soothe in addition to this. Male fixed cats are prone to kidney issues.I highly recommend it.",A2MUX5Q2XZP6KD,"I switched my 2 Kindey issue patients to this for maintenance after having UTI and blockage. Of course they got Vet care and were on the Hill's diet S/D and C/D for a while.That food is too expensive (especially if you run a small rescue like me), so after consulting with my vet she recommended this brand (w the cranberry), as well as Blue Buffalo and some others.I fed this brand to my &#34;patients&#34; for a few months now and the kidney issue are in control, no blockages etc. I also give the supplement URI Soothe in addition to this. Male fixed cats are prone to kidney issues.I highly recommend it."
A11FX8HL2ANK6T,"Over the past 40 years of keeping fish I've learned that for myself one of the greatest joys is of aquascaping. For years I had fish tanks that looked like well, fish tanks. Those dreadful backgrounds of other fish tanks, artificial plants and so on.But like any hobby as long as your interest is there - things tend to grow and change for the better. That said I've found one of the most inexpensive and creative way to make subtle to dramatic changes to most any tank is by using up lighting as the old saying goes ""lighting is everything""When Marineland came out with their LED wands I had them in many tanks in different numbers and colors, mostly the Lunar blue and white. The wands were just ok as they have a tendency to release and float to the top and the LED bulbs are quite dim.Enter the Via aqua wands - much better. They're weighted and have stronger suction cups so they stay put, the LED bulbs are brighter but the air tube is rather weak and thin and like the Marineland they clog easy.When I came across these bendable Led air wands by Aqueon I could just imagine the possibilities, circles, half circles, quarter moon. Building multi layered air columns and so on. My hunch was right and these wands are sensational.The build quality is the best yet so far - the main tube is stronger so you can feel free to bend these into virtually any shape you like. The outflow is generous and creates a wall of bubbles in an even beautiful flow. The main housing is a pliable rubber and each LED is incredibly bright,  It's easy to adjust this by adding a lamp dimmer if you want a nice range of adjustment to the brightness. I would say this applies really only to the white as the Lunar blue has a much more softer hue and is closer to a true Lunar blue as you would find with over head LED lighting systems that offer this feature.Bending these around your tank decor adds tons of visual appeal as well as great extra oxygen via the increased aeration - one of the best things you can do for your fish.I'm running a bunch of these in different sized tanks from 55's to 125 and up and find them to be a wonderful addition to every single one of them. I think any hobbyist will love these.5 Fins Up!",A11FX8HL2ANK6T,"Over the past 40 years of keeping fish I've learned that for myself one of the greatest joys is of aquascaping. For years I had fish tanks that looked like well, fish tanks. Those dreadful backgrounds of other fish tanks, artificial plants and so on.But like any hobby as long as your interest is there - things tend to grow and change for the better. That said I've found one of the most inexpensive and creative way to make subtle to dramatic changes to most any tank is by using up lighting as the old saying goes ""lighting is everything""When Marineland came out with their LED wands I had them in many tanks in different numbers and colors, mostly the Lunar blue and white. The wands were just ok as they have a tendency to release and float  to the top and the LED bulbs are quite dim.Enter the Via aqua wands  - much better. They're weighted and have stronger suction cups so they stay put, the LED bulbs are brighter but the air tube is rather weak and thin and like the Marineland they clog easy.When I came across these bendable Led air wands by Aqueon I could just imagine the possibilities, circles, half circles, quarter moon. Building multi layered air columns and so on. My hunch was right and these wands are sensational.The build quality is the best yet so far - the main tube is stronger so you can feel free to bend these into virtually any shape you like. The outflow is generous and creates a wall of bubbles in an even beautiful flow.The main housing is a pliable rubber and each LED is incredibly bright, in fact a little too bright. It's easy too adjust this by adding a lamp dimmer if you want a nice range of adjustment to the brightness. I would say this applies really only to the white as the Lunar blue has a much more softer hue and is closer to a true Lunar blue as you would find with over head LED lighting systems that offer this feature.Bending these around your tank decor adds tons of visual appeal as well as great extra oxygen via the increased aeration - one of the best things you can do for your fish.I'm running a bunch of these in different sized tanks from 55's to 125 and up and find them to be a wonderful addition to every single one of them. I think any hobbyist will love these.5 Fins Up!"
A3S1KDXI037SV,"This is an easy review because the judgement was made by our two papillons. They live for their treats and are NOT especially picky about treats. These items are dried, uniform in size, and although they may be ""organic"" they smell bad and my dogs would have nothing to do with them. I threw them out and wanted to share the expensive experience with others so they would not waste their money.",A3S1KDXI037SV,"This is an easy review because the judgement was made by our two papillons.  They live for their treats and are NOT especially picky about treats.  These items are dried, uniform in size, and although they may be ""organic"" they smell bad and my dogs would have nothing to do with them.  I threw them out and wanted to share the expensive experience with others so they would not waste their money."
A2AFIEWV1QKF8E,"I have the same problem with this as with the other Busy Buddy toy -- my dog thinks it's great, but I think it's way expensive.  My dog LOVES this toy, and it keeps him totally occupied -- until he has chewed the wafers down to the nub. I have not been able to find refills in local pet stores, and, when I tried ordering refills on line, I got another new toy. It's a great toy, but too expensive for the relatively short period of time it keeps my dog busy.",A2AFIEWV1QKF8E,"My dog LOVES this toy, and it keeps him totally occupied -- until he has chewed the wafers down to the nub.  I have not been able to find refills in local pet stores, and, when I tried ordering refills on line, I got another new toy.  It's a great toy, but too expensive for the relatively short period of time it keeps my dog busy."
